ProdGroupId,Language,SourceLang,ProdGroupName,AdminProdGroupName
999997826070757,US,US,Insurance Applications,Insurance Applications
999997826070758,US,US,Portal Third Party Applications,Portal Third Party Applications
999997826070759,US,US,Oracle Communications Billing and Revenue Management Applications,Oracle Communications Billing and Revenue Management Applications
999997826070760,US,US,Oracle Communications Billing and Revenue Management Suite,Oracle Communications Billing and Revenue Management Suite
999997826070761,US,US,Oracle Governance- Risk- and Compliance Manager,Oracle Governance- Risk- and Compliance Manager
999997826070762,US,US,Oracle Communications Billing and Revenue Management Market Extensions,Oracle Communications Billing and Revenue Management Market Extensions
999997826070763,US,US,DG 450 Green Servers,DG 450 Green Servers
999997826070764,US,US,Hyperion ERP Applications,Hyperion ERP Applications
999997826070765,US,US,DG 650 Green Servers ,DG 650 Green Servers 
999997826070766,US,US,Oracle Communications Network Mediation Cartridges - Collection,Oracle Communications Network Mediation Cartridges - Collection
999997826070767,US,US,Oracle Preventive Controls Governor,Oracle Preventive Controls Governor
999997826070768,US,US,Oracle Transaction Controls Governor,Oracle Transaction Controls Governor
999997826070769,US,US,Oracle Communications Network Mediation,Oracle Communications Network Mediation
999997826070770,US,US,Oracle Communications Network Mediation Cartridges - Bundles,Oracle Communications Network Mediation Cartridges - Bundles
999997826070771,US,US,Auto Vue Electro-Mechanical Professional for Agile Advantage,Auto Vue Electro-Mechanical Professional for Agile Advantage
999997826070772,US,US,Siebel Field Service,Siebel Field Service
999997826070773,US,US,Agile Product Collaboration,Agile Product Collaboration
100000015029010,US,US,asda,asda
999997826070774,US,US,Agile Advantage Quality and Compliance Management,Agile Advantage Quality and Compliance Management
999997826070775,US,US,Agile Product Lifecycle Management Business Intelligence,Agile Product Lifecycle Management Business Intelligence
999997826070776,US,US,Agile Content Catalog Connector,Agile Content Catalog Connector
999997826070778,US,US,Agile Product Portfolio Management,Agile Product Portfolio Management
999997826070779,US,US,Agile Product Lifecycle Management Datamart,Agile Product Lifecycle Management Datamart
999997826070780,US,US,Agile Product Lifecycle Management for Process,Agile Product Lifecycle Management for Process
999997826070781,US,US,Agile Formulation and Compliance for Process,Agile Formulation and Compliance for Process
999997826070782,US,US,Agile New Product Development and Introduction for Process,Agile New Product Development and Introduction for Process
999997826070783,US,US,Siebel Service CRM,Siebel Service CRM
999997826070784,US,US,Agile Product Lifecycle Management,Agile Product Lifecycle Management
999997826070785,US,US,Agile Product Lifecycle Management Integration,Agile Product Lifecycle Management Integration
999997826070786,US,US,Agile CAD Library Connector,Agile CAD Library Connector
999997826070787,US,US,Enterprise Visualization,Enterprise Visualization
999997826070788,US,US,AutoVue 3D Professional Advanced,AutoVue 3D Professional Advanced
999997826070789,US,US,AutoVue Electro-Mechanical Professional,AutoVue Electro-Mechanical Professional
999997826070790,US,US,AutoVue Office,AutoVue Office
999997826070791,US,US,Siebel eContent,Siebel eContent
999997826070792,US,US,Governance- Risk and Compliance (GRC),Governance- Risk and Compliance (GRC)
999997826070793,US,US,Agile Engineering Data Management,Agile Engineering Data Management
999997826070794,US,US,Agile Variant Management,Agile Variant Management
999997826070795,US,US,Agile ERP Adapter,Agile ERP Adapter
999997826070796,US,US,Agile MCAD Connector,Agile MCAD Connector
999997826070797,US,US,Governance- Risk- and Compliance for PeopleSoft,Governance- Risk- and Compliance for PeopleSoft
999997826070798,US,US,LogicalApps Third Party,LogicalApps Third Party
999997826070799,US,US,Agile Engineering Collaboration,Agile Engineering Collaboration
999997826070800,US,US,Oracle Application Access Controls Governor,Oracle Application Access Controls Governor
999997826070801,US,US,Oracle Configuration Controls Governor,Oracle Configuration Controls Governor
999997826070802,US,US,ERP Applications,ERP Applications
999997826070803,US,US,Agile Advantage,Agile Advantage
999997826070804,US,US,Agile Advantage Product Lifecycle Management,Agile Advantage Product Lifecycle Management
999997826070805,US,US,Configuration Controls Governor for PeopleSoft,Configuration Controls Governor for PeopleSoft
999997826070806,US,US,Configuration Controls for Peoplesoft Enterprise,Configuration Controls for Peoplesoft Enterprise
999997826070807,US,US,Oracle Utilities Lodestar Third Party Applications,Oracle Utilities Lodestar Third Party Applications
999997826070808,US,US,Oracle Utilities Meter Data Management Standard Edition,Oracle Utilities Meter Data Management Standard Edition
999997826070809,US,US,Oracle Utilities Mobile Workforce Management,Oracle Utilities Mobile Workforce Management
999997826070810,US,US,Oracle Utilities Mobile Workforce Management - Other,Oracle Utilities Mobile Workforce Management - Other
999997826070811,US,US,Energy,Energy
999997826070812,US,US,Energy - All Components,Energy - All Components
999997826070813,US,US,900VR Servers,900VR Servers
999997826070814,US,US,Oracle Other Applications,Oracle Other Applications
999997826070815,US,US,Applications Technology,Applications Technology
999997826070816,US,US,Oracle Utilities Network Management,Oracle Utilities Network Management
999997826070817,US,US,Agile Food and Drug Administration Validtion Pak,Agile Food and Drug Administration Validtion Pak
999997826070819,US,US,JD Edwards World ERP,JD Edwards World ERP
999997826070820,US,US,JD Edwards World - Legacy,JD Edwards World - Legacy
999997826070821,US,US,Install\Upgrade,Install\Upgrade
999997826070822,US,US,OPN License,OPN License
999997826070823,US,US,Shop Floor Management,Shop Floor Management
999997826070824,US,US,8500RT Servers,8500RT Servers
999997826070825,US,US,Oracle Utilities Applications,Oracle Utilities Applications
999997826070826,US,US,Tutor for Applications,Tutor for Applications
999997826070827,US,US,Public Sector\University,Public Sector\University
999997826070828,US,US,JD Edwards EnterpriseOne ERP,JD Edwards EnterpriseOne ERP
999997826070829,US,US,JD Edwards World Third Party,JD Edwards World Third Party
999997826070830,US,US,Financial Services,Financial Services
999997826070831,US,US,Financial Data Manager,Financial Data Manager
999997826070832,US,US,Other Applications,Other Applications
999997826070833,US,US,External Reclasses - Applications,External Reclasses - Applications
999997826070834,US,US,7000RT Servers,7000RT Servers
999997826070835,US,US,Oracle Enterprise RealTime Scheduling Third Party Applications,Oracle Enterprise RealTime Scheduling Third Party Applications
999997826070836,US,US,JD Edwards EnterpriseOne DE Third Party,JD Edwards EnterpriseOne DE Third Party
999997826070837,US,US,6500RT Servers,6500RT Servers
999997826070838,US,US,Oracle Real-Time Appointment Scheduler,Oracle Real-Time Appointment Scheduler
999997826070839,US,US,Oracle Utilities Billing Component,Oracle Utilities Billing Component
999997826070840,US,US,SPL Enterprise Revenue Management,SPL Enterprise Revenue Management
999997826070919,US,US,Oracle Communications IP Service Activator Cartridges - Device Cartridges,Oracle Communications IP Service Activator Cartridges - Device Cartridges
999997826070920,US,US,Oracle Communications ASAP Cartridges - Voice Messaging,Oracle Communications ASAP Cartridges - Voice Messaging
999997826070921,US,US,Oracle Communications ASAP Cartridges - Voice Over TDM,Oracle Communications ASAP Cartridges - Voice Over TDM
999997826070922,US,US,Oracle Communications MetaSolv Solution Data Tools,Oracle Communications MetaSolv Solution Data Tools
999997826070923,US,US,Demantra Deduction and Settlement Management,Demantra Deduction and Settlement Management
999997826070924,US,US,Demantra Demand Management,Demantra Demand Management
999997826070925,US,US,Product Hub Data Steward,Product Hub Data Steward
999997826070926,US,US,Master Data Management - Product Information Management,Master Data Management - Product Information Management
999997826070927,US,US,Product Hub,Product Hub
999997826070928,US,US,Demantra Infrastructure,Demantra Infrastructure
999997826070929,US,US,Demantra Promotion Modeling,Demantra Promotion Modeling
999997826070930,US,US,Demantra Templates,Demantra Templates
999997826070931,US,US,Master Data Management - Vertical Product Hub,Master Data Management - Vertical Product Hub
999997826070932,US,US,Order Management,Order Management
999997826070933,US,US,Configurator,Configurator
999997826070934,US,US,Compensation Workbench,Compensation Workbench
999997826070935,US,US,iProcurement,iProcurement
999997826070936,US,US,iSupplier Portal,iSupplier Portal
999997826070937,US,US,Product Lifecycle Management,Product Lifecycle Management
999997826070938,US,US,Projects,Projects
999997826071220,US,US,Internet Application Server Standard Edition,Internet Application Server Standard Edition
999997826071221,US,US,Hyperion Financial Reporting - System 9,Hyperion Financial Reporting - System 9
999997826071222,US,US,Hyperion SQR Production Reporting - System 9,Hyperion SQR Production Reporting - System 9
999997826071223,US,US,Reporting and Publishing,Reporting and Publishing
999997826071224,US,US,Outside In OEM,Outside In OEM
999997826071225,US,US,Universal Records Management Adapter for Microsoft Sharepoint,Universal Records Management Adapter for Microsoft Sharepoint
999997826071226,US,US,Oracle Communications Network Intelligence,Oracle Communications Network Intelligence
999997826071227,US,US,JD Edwards EnterpriseOne User Revenue and Third Party Apps,JD Edwards EnterpriseOne User Revenue and Third Party Apps
999997826071228,US,US,Internet Application Server Enterprise Edition,Internet Application Server Enterprise Edition
999997826071229,US,US,Business Intelligence Standard Edition,Business Intelligence Standard Edition
999997826071230,US,US,Siebel Universal Customer Master,Siebel Universal Customer Master
999997826071231,US,US,Hyperion Interactive Reporting - System 9,Hyperion Interactive Reporting - System 9
999997826071232,US,US,Workforce Analytics (EPM),Workforce Analytics (EPM)
999997826071233,US,US,JD Edwards EnterpriseOne Tools & Technology,JD Edwards EnterpriseOne Tools & Technology
999997826071234,US,US,Oracle Document Capture,Oracle Document Capture
999997826071235,US,US,C_PSFT Enterprise - HCM,C_PSFT Enterprise - HCM
999997826071236,US,US,Coherence Enterprise Edition,Coherence Enterprise Edition
999997826071237,US,US,Supply Chain Analytics (EPM),Supply Chain Analytics (EPM)
999997826071238,US,US,i-flex Basel Basic,i-flex Basel Basic
999997826071239,US,US,Business Process Management Suite,Business Process Management Suite
999997826071240,US,US,External Reclass - Consulting,External Reclass - Consulting
999997826071241,US,US,Oracle Technology,Oracle Technology
999997826071242,US,US,JD Edwards World Vertical,JD Edwards World Vertical
999997826071243,US,US,Guaranteed Purchased,Guaranteed Purchased
999997826071244,US,US,Site License,Site License
999997826071245,US,US,Oracle Communications Unified Inventory Management,Oracle Communications Unified Inventory Management
999997826071246,US,US,C_JDE Tools,C_JDE Tools
999997826071247,US,US,Service Offerings,Service Offerings
999997826071248,US,US,Master Data Management - Customer Hub for B2B,Master Data Management - Customer Hub for B2B
999997826071249,US,US,Oracle Communications Other Inventory Management,Oracle Communications Other Inventory Management
999997826071250,US,US,Technology Foundation,Technology Foundation
999997826071251,US,US,Business Intelligence Technology - ETL and Adapters,Business Intelligence Technology - ETL and Adapters
999997826071252,US,US,Load Testing for Web Applications,Load Testing for Web Applications
999997826071253,US,US,Advanced Product Services,Advanced Product Services
999997826071254,US,US,Weblogic Portal,Weblogic Portal
999997826071255,US,US,Computer Based Training,Computer Based Training
999997826071256,US,US,System Monitoring Plug-in for Hosts,System Monitoring Plug-in for Hosts
999997826071257,US,US,Other Education,Other Education
999997826071258,US,US,Tuxedo,Tuxedo
999997826071259,US,US,Collaboration,Collaboration
999997826071260,US,US,User Adoption Services,User Adoption Services
999997826071261,US,US,External Reclass - Tools,External Reclass - Tools
999997826071262,US,US,Supply Chain & Order Management Intelligence,Supply Chain & Order Management Intelligence
999997826071263,US,US,Applications and Systems Management,Applications and Systems Management
999997826071264,US,US,OLAP,OLAP
999997826071265,US,US,Identity and Access Management Suite,Identity and Access Management Suite
999997826070940,US,US,Oracle Communications MetaSolv Solution Reporting Kits,Oracle Communications MetaSolv Solution Reporting Kits
999997826070941,US,US,Oracle Communications IP Service Activator Device Drivers,Oracle Communications IP Service Activator Device Drivers
999997826070942,US,US,Oracle Workforce Scheduling,Oracle Workforce Scheduling
999997826070943,US,US,Payroll,Payroll
999997826070944,US,US,Performance Management,Performance Management
999997826070945,US,US,Advanced Supply Chain Planning,Advanced Supply Chain Planning
999997826070946,US,US,Oracle Communications MetaSolv Solution Technology Modules - Inventory Management,Oracle Communications MetaSolv Solution Technology Modules - Inventory Management
999997826070947,US,US,Self-Service Human Resources,Self-Service Human Resources
999997826070948,US,US,Time and Labor,Time and Labor
999997826070949,US,US,iRecruitment,iRecruitment
999997826070950,US,US,Procurement,Procurement
999997826070951,US,US,Purchasing,Purchasing
999997826070952,US,US,Sourcing,Sourcing
999997826070953,US,US,Sourcing Optimization,Sourcing Optimization
999997826070954,US,US,Oracle Communications MetaSolv Solution Modules - Order Management,Oracle Communications MetaSolv Solution Modules - Order Management
999997826070955,US,US,Treasury,Treasury
999997826070956,US,US,iReceivables,iReceivables
999997826070957,US,US,Advanced Benefits,Advanced Benefits
